Population,Bag,Oyster,Length,Date,Survived,Type
MV,3,29269,36.44,26-Aug-21,Alive,Wild
MV,3,29269,50.46,25-Oct-21,Alive,Wild
MV,3,29269,48.34,24-May-22,Alive,Wild
MV,3,29269,55.54,19-Oct-22,Alive,Wild
MV,3,29270,31.17,28-Jul-21,Alive,Wild
MV,3,29270,43.52,26-Aug-21,Alive,Wild
MV,3,29270,33.82,25-Oct-21,Alive,Wild
MV,3,29270,59.85,24-May-22,Alive,Wild
MV,3,29270,72.95,19-Oct-22,Alive,Wild
MV,3,29271,40.16,28-Jul-21,Alive,Wild
MV,3,29271,53.87,26-Aug-21,Alive,Wild
MV,3,29271,30.1,25-Oct-21,Alive,Wild
MV,3,29271,66.18,24-May-22,Alive,Wild
MV,3,29271,65.53,19-Oct-22,Alive,Wild
MV,3,29272,39.7,28-Jul-21,Alive,Wild
MV,3,29272,51.33,26-Aug-21,Alive,Wild
MV,3,29272,58.59,25-Oct-21,Alive,Wild
MV,3,29272,59.35,24-May-22,Alive,Wild
MV,3,29272,60.35,19-Oct-22,Dead,Wild
MV,3,29273,32.86,28-Jul-21,Alive,Wild
MV,3,29273,43.78,26-Aug-21,Alive,Wild
MV,3,29273,51.87,25-Oct-21,Alive,Wild
MV,3,29273,60.45,24-May-22,Alive,Wild
MV,3,29273,52.57,19-Oct-22,Dead,Wild
MV,3,29274,39.19,28-Jul-21,Alive,Wild
MV,3,29274,50.52,26-Aug-21,Alive,Wild
MV,3,29274,48.13,25-Oct-21,Alive,Wild
MV,3,29274,59.75,24-May-22,Alive,Wild
MV,3,29274,61.61,19-Oct-22,Dead,Wild
MV,3,29275,42.42,28-Jul-21,Alive,Wild
MV,3,29275,59.21,26-Aug-21,Alive,Wild
MV,3,29275,51.38,25-Oct-21,Alive,Wild
MV,3,29275,76.91,24-May-22,Alive,Wild
MV,3,29275,76.52,19-Oct-22,Dead,Wild
MV,3,29276,37.91,28-Jul-21,Alive,Wild
MV,3,29276,52.05,26-Aug-21,Alive,Wild
MV,3,29276,56.74,25-Oct-21,Alive,Wild
MV,3,29276,64.55,24-May-22,Alive,Wild
MV,3,29276,65.52,19-Oct-22,Dead,Wild
MV,3,29277,32.33,28-Jul-21,Alive,Wild
MV,3,29277,48.42,26-Aug-21,Alive,Wild
MV,3,29277,71.92,24-May-22,Alive,Wild
MV,3,29277,69,19-Oct-22,Dead,Wild
CT,3,29278,36.54,28-Jul-21,Alive,Wild
CT,3,29278,45.45,26-Aug-21,Alive,Wild
CT,3,29278,50.41,25-Oct-21,Alive,Wild
CT,3,29278,52.54,24-May-22,Alive,Wild
CT,3,29278,66.69,19-Oct-22,Alive,Wild
MV,3,29279,26.46,28-Jul-21,Alive,Wild
MV,3,29279,35.29,26-Aug-21,Alive,Wild
MV,3,29279,51.34,25-Oct-21,Alive,Wild
MV,3,29279,45.51,24-May-22,Alive,Wild
MV,3,29279,43.62,19-Oct-22,Dead,Wild
MV,3,29280,33.07,28-Jul-21,Alive,Wild
MV,3,29280,42.13,26-Aug-21,Alive,Wild
MV,3,29280,55.95,25-Oct-21,Alive,Wild
MV,3,29280,46.57,24-May-22,Alive,Wild
MV,3,29280,49.17,19-Oct-22,Alive,Wild
MV,3,29281,31.64,28-Jul-21,Alive,Wild
MV,3,29281,48.18,26-Aug-21,Alive,Wild
MV,3,29281,57.29,25-Oct-21,Alive,Wild
MV,3,29281,67.97,24-May-22,Alive,Wild
MV,3,29281,63.26,19-Oct-22,Dead,Wild
MV,3,29282,42.2,28-Jul-21,Alive,Wild
MV,3,29282,50.23,26-Aug-21,Alive,Wild
MV,3,29282,61.89,25-Oct-21,Alive,Wild
MV,3,29282,59.51,24-May-22,Alive,Wild
MV,3,29282,57.5,19-Oct-22,Alive,Wild
MV,3,29283,29.23,28-Jul-21,Alive,Wild
MV,3,29283,38.43,26-Aug-21,Alive,Wild
MV,3,29283,48.76,25-Oct-21,Alive,Wild
MV,3,29283,41.62,24-May-22,Alive,Wild
MV,3,29283,43.93,19-Oct-22,Alive,Wild
CT,3,29284,37.91,28-Jul-21,Alive,Wild
CT,3,29284,46.67,26-Aug-21,Alive,Wild
CT,3,29284,55.27,25-Oct-21,Alive,Wild
CT,3,29284,56.64,24-May-22,Alive,Wild
CT,3,29284,64.62,19-Oct-22,Alive,Wild
MV,3,29285,21.98,28-Jul-21,Alive,Wild
MV,3,29285,26.12,26-Aug-21,Dead,Wild
MV,3,29286,29,28-Jul-21,Alive,Wild
MV,3,29286,36.44,26-Aug-21,Alive,Wild
MV,3,29286,42.33,25-Oct-21,Alive,Wild
MV,3,29286,48.17,24-May-22,Alive,Wild
MV,3,29286,47.56,19-Oct-22,Alive,Wild
MV,3,29287,42.62,28-Jul-21,Alive,Wild
MV,3,29287,51.01,26-Aug-21,Alive,Wild
MV,3,29287,42.33,25-Oct-21,Alive,Wild
MV,3,29287,59.48,24-May-22,Alive,Wild
MV,3,29287,61.36,19-Oct-22,Alive,Wild
MV,3,29288,33.4,28-Jul-21,Alive,Wild
MV,3,29288,45.3,26-Aug-21,Alive,Wild
MV,3,29288,56.23,25-Oct-21,Alive,Wild
MV,3,29288,54.97,24-May-22,Alive,Wild
MV,3,29288,62.51,19-Oct-22,Alive,Wild
MV,3,29289,38.4,28-Jul-21,Alive,Wild
MV,3,29289,45.89,26-Aug-21,Alive,Wild
MV,3,29289,45.83,25-Oct-21,Alive,Wild
MV,3,29289,51.69,24-May-22,Alive,Wild
MV,3,29289,54.05,19-Oct-22,Alive,Wild
MV,3,29290,37.72,28-Jul-21,Alive,Wild
MV,3,29290,46.93,26-Aug-21,Alive,Wild
MV,3,29290,42.5,25-Oct-21,Alive,Wild
MV,3,29290,48.28,24-May-22,Alive,Wild
MV,3,29290,56.08,19-Oct-22,Alive,Wild
MV,3,29291,32.29,28-Jul-21,Alive,Wild
MV,3,29291,44.47,26-Aug-21,Alive,Wild
MV,3,29291,53.75,25-Oct-21,Alive,Wild
MV,3,29291,68.3,24-May-22,Alive,Wild
MV,3,29291,69.38,19-Oct-22,Alive,Wild
MV,3,29292,28.41,28-Jul-21,Alive,Wild
MV,3,29292,33,26-Aug-21,Alive,Wild
MV,3,29292,69.43,25-Oct-21,Alive,Wild
MV,3,29292,45.12,24-May-22,Alive,Wild
MV,3,29292,47.59,19-Oct-22,Dead,Wild
MV,3,29293,32.97,28-Jul-21,Alive,Wild
MV,3,29293,37.83,26-Aug-21,Alive,Wild
MV,3,29293,45.82,25-Oct-21,Alive,Wild
MV,3,29293,42.4,24-May-22,Alive,Wild
MV,3,29293,44.66,19-Oct-22,Dead,Wild
MV,3,29294,40.33,28-Jul-21,Alive,Wild
MV,3,29294,48.29,26-Aug-21,Alive,Wild
MV,3,29294,52.4,25-Oct-21,Alive,Wild
MV,3,29294,60.58,24-May-22,Alive,Wild
MV,3,29294,56.32,19-Oct-22,Dead,Wild
MV,3,29295,31.86,28-Jul-21,Alive,Wild
MV,3,29295,48,26-Aug-21,Alive,Wild
MV,3,29295,50.61,25-Oct-21,Alive,Wild
MV,3,29295,65.11,24-May-22,Alive,Wild
MV,3,29295,73.48,19-Oct-22,Dead,Wild
MV,3,29296,30.59,28-Jul-21,Alive,Wild
MV,3,29296,39.83,26-Aug-21,Alive,Wild
MV,3,29296,54.4,25-Oct-21,Alive,Wild
MV,3,29296,45.5,24-May-22,Alive,Wild
MV,3,29296,50,19-Oct-22,Alive,Wild
MV,3,29297,39.15,28-Jul-21,Alive,Wild
MV,3,29297,48.08,26-Aug-21,Alive,Wild
MV,3,29297,55.34,25-Oct-21,Alive,Wild
MV,3,29297,66.14,24-May-22,Alive,Wild
MV,3,29297,69.82,19-Oct-22,Dead,Wild
MV,3,29298,28.17,28-Jul-21,Alive,Wild
MV,3,29298,40.85,26-Aug-21,Alive,Wild
MV,3,29298,54.49,25-Oct-21,Alive,Wild
MV,3,29298,53.2,24-May-22,Alive,Wild
MV,3,29298,51.92,19-Oct-22,Dead,Wild
MV,3,29299,42.79,28-Jul-21,Alive,Wild
MV,3,29299,51.7,26-Aug-21,Alive,Wild
MV,3,29299,51.88,25-Oct-21,Alive,Wild
MV,3,29299,68.4,24-May-22,Alive,Wild
MV,3,29299,59.81,19-Oct-22,Dead,Wild
MV,3,29300,35.88,28-Jul-21,Alive,Wild
MV,3,29300,42.49,26-Aug-21,Alive,Wild
MV,3,29300,39.06,25-Oct-21,Alive,Wild
MV,3,29300,65.93,24-May-22,Alive,Wild
MV,3,29300,53.4,19-Oct-22,Dead,Wild
MV,3,29301,42.22,28-Jul-21,Alive,Wild
MV,3,29301,45.93,26-Aug-21,Alive,Wild
MV,3,29301,63.31,25-Oct-21,Alive,Wild
MV,3,29301,61.4,24-May-22,Alive,Wild
MV,3,29301,66.66,19-Oct-22,Dead,Wild
MV,3,29302,35.02,28-Jul-21,Alive,Wild
MV,3,29302,46.78,26-Aug-21,Alive,Wild
MV,3,29302,51.25,25-Oct-21,Alive,Wild
MV,3,29302,53.1,24-May-22,Alive,Wild
MV,3,29302,65.23,19-Oct-22,Dead,Wild
MV,3,29303,36.91,28-Jul-21,Alive,Wild
MV,3,29303,40.96,26-Aug-21,Alive,Wild
MV,3,29303,53.73,25-Oct-21,Alive,Wild
MV,3,29303,49.93,24-May-22,Alive,Wild
MV,3,29303,67.69,19-Oct-22,Alive,Wild
MV,3,29304,34.66,28-Jul-21,Alive,Wild
MV,3,29304,48.87,26-Aug-21,Alive,Wild
MV,3,29304,45.63,25-Oct-21,Alive,Wild
MV,3,29304,62.23,24-May-22,Alive,Wild
MV,3,29304,58.39,19-Oct-22,Dead,Wild
MV,3,29305,29.94,28-Jul-21,Alive,Wild
MV,3,29305,37.42,26-Aug-21,Alive,Wild
MV,3,29305,62.64,25-Oct-21,Alive,Wild
MV,3,29305,56.73,24-May-22,Alive,Wild
MV,3,29305,59.2,19-Oct-22,Alive,Wild
MV,3,29306,37.78,28-Jul-21,Alive,Wild
MV,3,29306,53.61,26-Aug-21,Alive,Wild
MV,3,29306,37.89,25-Oct-21,Alive,Wild
MV,3,29306,60.07,24-May-22,Alive,Wild
MV,3,29306,63.81,19-Oct-22,Dead,Wild
MV,3,29307,37.76,28-Jul-21,Alive,Wild
MV,3,29307,41.07,26-Aug-21,Alive,Wild
MV,3,29307,48.37,25-Oct-21,Alive,Wild
MV,3,29307,53.95,24-May-22,Alive,Wild
MV,3,29307,53.2,19-Oct-22,Alive,Wild
CL2,2,29308,33.01,28-Jul-21,Alive,Commercial
CL2,2,29308,54.32,26-Aug-21,Alive,Commercial
CL2,2,29308,72.19,25-Oct-21,Alive,Commercial
CL2,2,29308,62.31,24-May-22,Alive,Commercial
CL2,2,29308,75.78,19-Oct-22,Alive,Commercial
CL2,2,29309,40.07,28-Jul-21,Alive,Commercial
CL2,2,29309,53.42,26-Aug-21,Alive,Commercial
CL2,2,29309,69.15,25-Oct-21,Alive,Commercial
CL2,2,29309,55.96,24-May-22,Alive,Commercial
CL2,2,29309,104.46,19-Oct-22,Alive,Commercial
CL2,3,29310,33.3,28-Jul-21,Alive,Commercial
CL2,3,29310,46.13,26-Aug-21,Alive,Commercial
CL2,3,29310,61.09,25-Oct-21,Alive,Commercial
CL2,3,29311,29.74,28-Jul-21,Alive,Commercial
CL2,3,29311,47.07,26-Aug-21,Alive,Commercial
CL2,3,29311,67.83,25-Oct-21,Alive,Commercial
CL2,2,29312,32.06,28-Jul-21,Alive,Commercial
CL2,2,29312,33.42,26-Aug-21,Alive,Commercial
CL2,2,29312,44.61,25-Oct-21,Alive,Commercial
CL2,2,29312,41.95,24-May-22,Alive,Commercial
CL2,2,29312,62.17,19-Oct-22,Alive,Commercial
GH,2,29313,38,28-Jul-21,Alive,Wild
GH,2,29313,45.24,26-Aug-21,Alive,Wild
GH,2,29313,54.7,25-Oct-21,Alive,Wild
CL2,2,29314,33.9,28-Jul-21,Alive,Commercial
CL2,2,29314,44.11,26-Aug-21,Alive,Commercial
CL2,2,29314,57.03,25-Oct-21,Alive,Commercial
CL2,2,29314,51.24,24-May-22,Alive,Commercial
CL2,2,29314,73.02,19-Oct-22,Alive,Commercial
CL2,3,29315,34.63,28-Jul-21,Alive,Commercial
CL2,3,29315,45.94,26-Aug-21,Alive,Commercial
CL2,3,29315,67.97,25-Oct-21,Alive,Commercial
CL2,3,29316,39.39,28-Jul-21,Alive,Commercial
CL2,3,29316,46.45,26-Aug-21,Alive,Commercial
CL2,3,29316,61.56,25-Oct-21,Alive,Commercial
CL2,2,29317,39.51,28-Jul-21,Alive,Commercial
CL2,2,29317,50.08,26-Aug-21,Alive,Commercial
CL2,2,29317,68.9,25-Oct-21,Alive,Commercial
CL2,2,29317,54.43,24-May-22,Alive,Commercial
CL2,2,29317,80.31,19-Oct-22,Alive,Commercial
CL2,3,29318,29.07,28-Jul-21,Alive,Commercial
CL2,3,29318,51.78,26-Aug-21,Alive,Commercial
CL2,3,29318,69.5,25-Oct-21,Alive,Commercial
CL2,2,29319,39.25,28-Jul-21,Alive,Commercial
CL2,2,29319,46.86,26-Aug-21,Alive,Commercial
CL2,2,29319,48.65,25-Oct-21,Alive,Commercial
CL2,2,29319,35.43,24-May-22,Dead,Commercial
CL2,3,29320,40.11,28-Jul-21,Alive,Commercial
CL2,3,29320,53.25,26-Aug-21,Alive,Commercial
CL2,3,29320,73.69,25-Oct-21,Alive,Commercial
CL2,3,29321,25.39,28-Jul-21,Alive,Commercial
CL2,3,29321,52.49,26-Aug-21,Alive,Commercial
CL2,3,29321,63.86,25-Oct-21,Alive,Commercial
CL2,2,29322,47.38,28-Jul-21,Alive,Commercial
CL2,2,29322,60.9,26-Aug-21,Alive,Commercial
CL2,2,29322,85.1,25-Oct-21,Alive,Commercial
CL2,2,29322,75.05,24-May-22,Alive,Commercial
CL2,3,29323,41.95,28-Jul-21,Alive,Commercial
CL2,3,29323,57.83,26-Aug-21,Alive,Commercial
CL2,3,29323,76.71,25-Oct-21,Alive,Commercial
CL2,3,29324,35.65,28-Jul-21,Alive,Commercial
CL2,3,29324,58.68,26-Aug-21,Alive,Commercial
CL2,3,29324,78.2,25-Oct-21,Alive,Commercial
CL2,3,29324,74.35,25-Oct-21,Alive,Commercial
GH,2,29325,27.5,28-Jul-21,Alive,Wild
GH,2,29325,35.74,26-Aug-21,Alive,Wild
GH,2,29325,45.12,25-Oct-21,Alive,Wild
CL2,2,29326,31.94,28-Jul-21,Alive,Commercial
CL2,2,29326,38.28,26-Aug-21,Alive,Commercial
CL2,2,29326,49.59,25-Oct-21,Alive,Commercial
CL2,2,29326,43.58,24-May-22,Alive,Commercial
CL2,2,29326,65.75,19-Oct-22,Alive,Commercial
CL2,2,29327,35.75,28-Jul-21,Alive,Commercial
CL2,2,29327,54.79,26-Aug-21,Alive,Commercial
CL2,2,29327,79.24,25-Oct-21,Alive,Commercial
CL2,2,29327,62.95,24-May-22,Alive,Commercial
CL2,2,29327,72.3,19-Oct-22,Alive,Commercial
CL2,3,29328,36.71,28-Jul-21,Alive,Commercial
CL2,3,29328,28.97,26-Aug-21,Alive,Commercial
CL2,3,29328,47.3,25-Oct-21,Alive,Commercial
CL2,2,29329,52.78,28-Jul-21,Alive,Commercial
CL2,2,29329,61.16,26-Aug-21,Alive,Commercial
CL2,2,29329,76.05,25-Oct-21,Alive,Commercial
CL2,2,29329,66.01,24-May-22,Alive,Commercial
CL2,2,29329,85.28,19-Oct-22,Alive,Commercial
CL2,3,29330,37.84,28-Jul-21,Alive,Commercial
CL2,3,29330,52.85,26-Aug-21,Alive,Commercial
CL2,3,29330,71.26,25-Oct-21,Alive,Commercial
CL2,2,29331,44.38,28-Jul-21,Alive,Commercial
CL2,2,29331,53.33,26-Aug-21,Alive,Commercial
CL2,2,29331,69.21,25-Oct-21,Alive,Commercial
CL2,2,29331,59.02,24-May-22,Alive,Commercial
CL2,2,29331,84.07,19-Oct-22,Alive,Commercial
CL2,3,29332,38.14,28-Jul-21,Alive,Commercial
CL2,3,29332,43.48,26-Aug-21,Alive,Commercial
CL2,3,29332,65.8,25-Oct-21,Alive,Commercial
CL2,3,29333,43.08,28-Jul-21,Alive,Commercial
CL2,3,29333,50.48,26-Aug-21,Alive,Commercial
CL2,3,29333,59.85,25-Oct-21,Alive,Commercial
CL2,3,29334,38.42,28-Jul-21,Alive,Commercial
CL2,3,29334,35.72,26-Aug-21,Alive,Commercial
CL2,3,29334,56.4,25-Oct-21,Alive,Commercial
CL2,3,29335,36.15,28-Jul-21,Alive,Commercial
CL2,3,29335,39.12,26-Aug-21,Alive,Commercial
CL2,3,29335,57.94,25-Oct-21,Alive,Commercial
CL2,2,29336,33.96,28-Jul-21,Alive,Commercial
CL2,2,29336,41.79,26-Aug-21,Alive,Commercial
CL2,2,29336,68.81,25-Oct-21,Alive,Commercial
CL2,2,29336,58.75,24-May-22,Alive,Commercial
CL2,2,29336,85.94,19-Oct-22,Alive,Commercial
CL2,2,29337,50,28-Jul-21,Alive,Commercial
CL2,2,29337,65.42,26-Aug-21,Alive,Commercial
CL2,2,29337,91.28,25-Oct-21,Alive,Commercial
CL2,2,29337,72.22,24-May-22,Alive,Commercial
CL2,2,29337,92.81,19-Oct-22,Alive,Commercial
CL2,3,29338,34.57,28-Jul-21,Alive,Commercial
CL2,3,29338,57.89,26-Aug-21,Alive,Commercial
CL2,3,29338,81.91,25-Oct-21,Alive,Commercial
CL2,3,29339,43.17,28-Jul-21,Alive,Commercial
CL2,3,29339,41.05,26-Aug-21,Alive,Commercial
CL2,3,29339,56.47,25-Oct-21,Alive,Commercial
CL2,2,29340,45.63,28-Jul-21,Alive,Commercial
CL2,2,29340,59.16,26-Aug-21,Alive,Commercial
CL2,2,29340,78.36,25-Oct-21,Alive,Commercial
CL2,2,29340,69.35,24-May-22,Alive,Commercial
CL2,2,29340,103.14,19-Oct-22,Alive,Commercial
CL2,3,29341,32.9,28-Jul-21,Alive,Commercial
CL2,3,29341,43.69,26-Aug-21,Alive,Commercial
CL2,3,29341,65.11,25-Oct-21,Alive,Commercial
CL2,3,29342,35.33,28-Jul-21,Alive,Commercial
CL2,3,29342,51.52,26-Aug-21,Alive,Commercial
CL2,3,29343,33.16,28-Jul-21,Alive,Commercial
CL2,3,29343,50.28,26-Aug-21,Alive,Commercial
CL2,3,29343,72.41,25-Oct-21,Alive,Commercial
CL2,2,29344,39.93,28-Jul-21,Alive,Commercial
CL2,2,29344,52.19,26-Aug-21,Alive,Commercial
CL2,2,29344,68.05,25-Oct-21,Alive,Commercial
CL2,2,29344,57.5,24-May-22,Alive,Commercial
CL2,2,29344,99.65,19-Oct-22,Alive,Commercial
CL2,2,29345,32.24,28-Jul-21,Alive,Commercial
CL2,2,29345,43.57,26-Aug-21,Alive,Commercial
CL2,2,29345,59.39,25-Oct-21,Alive,Commercial
CL2,2,29345,53.33,24-May-22,Alive,Commercial
CL2,2,29345,56.29,19-Oct-22,Alive,Commercial
CL2,3,29346,32.19,28-Jul-21,Alive,Commercial
CL2,3,29346,49.29,26-Aug-21,Alive,Commercial
CL2,3,29346,68.67,25-Oct-21,Alive,Commercial
CL2,3,29347,37.72,28-Jul-21,Alive,Commercial
CL2,3,29347,52.34,26-Aug-21,Alive,Commercial
CL2,3,29347,70.62,25-Oct-21,Alive,Commercial
CL2,3,29348,27.28,28-Jul-21,Alive,Commercial
CL2,3,29348,47.62,26-Aug-21,Alive,Commercial
CL2,3,29348,67.4,25-Oct-21,Alive,Commercial
CL2,2,29349,38.54,28-Jul-21,Alive,Commercial
CL2,2,29349,48.08,26-Aug-21,Alive,Commercial
CL2,2,29349,62.7,25-Oct-21,Alive,Commercial
CL2,2,29349,61.08,24-May-22,Alive,Commercial
CL2,2,29349,75.4,19-Oct-22,Alive,Commercial
CL2,3,29350,34.67,28-Jul-21,Alive,Commercial
CL2,3,29350,47.43,26-Aug-21,Alive,Commercial
CL2,3,29350,60.57,25-Oct-21,Alive,Commercial
GH,2,29351,38.4,28-Jul-21,Alive,Wild
GH,2,29351,42.69,26-Aug-21,Alive,Wild
GH,2,29351,59.62,25-Oct-21,Alive,Wild
GH,2,29352,38.9,28-Jul-21,Alive,Wild
GH,2,29352,49.82,26-Aug-21,Alive,Wild
GH,2,29352,61.27,25-Oct-21,Alive,Wild
CL2,2,29353,35.88,28-Jul-21,Alive,Commercial
CL2,2,29353,46.42,26-Aug-21,Alive,Commercial
CL2,2,29353,57.03,25-Oct-21,Alive,Commercial
CL2,2,29353,43.38,24-May-22,Alive,Commercial
CL2,2,29353,57.35,19-Oct-22,Alive,Commercial
CL2,3,29354,35.13,28-Jul-21,Alive,Commercial
CL2,3,29354,41.69,26-Aug-21,Alive,Commercial
CL2,3,29354,61.09,25-Oct-21,Alive,Commercial
CL2,2,29355,28.99,28-Jul-21,Alive,Commercial
CL2,2,29355,38.13,26-Aug-21,Alive,Commercial
CL2,2,29355,61.49,25-Oct-21,Alive,Commercial
CL2,2,29355,57.89,24-May-22,Alive,Commercial
CL2,2,29355,61.1,19-Oct-22,Alive,Commercial
CL2,2,29356,31.56,28-Jul-21,Alive,Commercial
CL2,2,29356,43.12,26-Aug-21,Alive,Commercial
CL2,2,29356,56.46,25-Oct-21,Alive,Commercial
CL2,2,29356,51.02,24-May-22,Alive,Commercial
CL2,2,29356,70.19,19-Oct-22,Alive,Commercial
CL2,2,29357,46.29,28-Jul-21,Alive,Commercial
CL2,2,29357,58.15,26-Aug-21,Alive,Commercial
CL2,2,29357,76.12,25-Oct-21,Alive,Commercial
CL2,2,29357,62.03,24-May-22,Alive,Commercial
CL2,2,29357,93.42,19-Oct-22,Alive,Commercial
CL2,2,29358,39.56,28-Jul-21,Alive,Commercial
CL2,2,29358,41.63,26-Aug-21,Alive,Commercial
CL2,2,29358,55.57,25-Oct-21,Alive,Commercial
CL2,2,29358,52.03,24-May-22,Alive,Commercial
CL2,2,29358,54.91,19-Oct-22,Alive,Commercial
CL2,2,29359,37.08,28-Jul-21,Alive,Commercial
CL2,2,29359,47.63,26-Aug-21,Alive,Commercial
CL2,2,29359,52.98,25-Oct-21,Alive,Commercial
CL2,2,29359,48.51,24-May-22,Alive,Commercial
CL2,2,29359,61.53,19-Oct-22,Dead,Commercial
GH,2,29360,37.8,28-Jul-21,Alive,Wild
GH,2,29360,45.3,26-Aug-21,Alive,Wild
GH,2,29360,51.12,25-Oct-21,Alive,Wild
CL2,2,29361,40.79,28-Jul-21,Alive,Commercial
CL2,2,29361,46.73,26-Aug-21,Alive,Commercial
CL2,2,29361,66.81,25-Oct-21,Alive,Commercial
CL2,2,29361,58.45,24-May-22,Alive,Commercial
CL2,2,29361,69.65,19-Oct-22,Alive,Commercial
CL2,3,29362,31.26,28-Jul-21,Alive,Commercial
CL2,3,29362,60.84,26-Aug-21,Alive,Commercial
CL2,3,29362,85.23,25-Oct-21,Alive,Commercial
CL2,2,29363,43.62,28-Jul-21,Alive,Commercial
CL2,2,29363,52.31,26-Aug-21,Alive,Commercial
CL2,2,29363,81.79,25-Oct-21,Alive,Commercial
CL2,2,29363,63.14,24-May-22,Alive,Commercial
CL2,2,29363,102.05,19-Oct-22,Alive,Commercial
CL2,3,29364,40.54,28-Jul-21,Alive,Commercial
CL2,3,29364,55.36,26-Aug-21,Alive,Commercial
CL2,3,29364,66,25-Oct-21,Alive,Commercial
CL2,2,29365,48.52,28-Jul-21,Alive,Commercial
CL2,2,29365,57.55,26-Aug-21,Alive,Commercial
CL2,2,29365,65.57,25-Oct-21,Alive,Commercial
CL2,2,29365,49.48,24-May-22,Alive,Commercial
CL2,2,29365,89.46,19-Oct-22,Alive,Commercial
CL2,3,29366,29.55,28-Jul-21,Alive,Commercial
CL2,3,29366,34.3,26-Aug-21,Alive,Commercial
CL2,3,29366,53.35,25-Oct-21,Alive,Commercial
CL2,2,29367,42.34,28-Jul-21,Alive,Commercial
CL2,2,29367,53.75,26-Aug-21,Alive,Commercial
CL2,2,29367,72.72,25-Oct-21,Alive,Commercial
CL2,2,29367,61.78,24-May-22,Alive,Commercial
CL2,2,29367,89.84,19-Oct-22,Alive,Commercial
CL2,3,29368,38.39,28-Jul-21,Alive,Commercial
CL2,3,29368,41.35,26-Aug-21,Alive,Commercial
CL2,3,29368,67.53,25-Oct-21,Alive,Commercial
CL2,2,29369,32.36,28-Jul-21,Alive,Commercial
CL2,2,29369,44.88,26-Aug-21,Alive,Commercial
CL2,2,29369,48.7,25-Oct-21,Alive,Commercial
CL2,2,29369,45.99,24-May-22,Alive,Commercial
CL2,2,29369,62.74,19-Oct-22,Alive,Commercial
GH,2,29370,34.2,28-Jul-21,Alive,Wild
GH,2,29370,32.56,26-Aug-21,Alive,Wild
GH,2,29370,62.03,25-Oct-21,Alive,Wild
GH,2,29371,38,28-Jul-21,Alive,Wild
GH,2,29371,42.58,26-Aug-21,Alive,Wild
GH,2,29371,62.51,25-Oct-21,Alive,Wild
CL2,2,29372,31.18,28-Jul-21,Alive,Commercial
CL2,2,29372,41.74,26-Aug-21,Alive,Commercial
CL2,2,29372,59.66,25-Oct-21,Alive,Commercial
CL2,2,29372,48.42,24-May-22,Alive,Commercial
CL2,3,29373,41.82,28-Jul-21,Alive,Commercial
CL2,3,29373,60.62,26-Aug-21,Alive,Commercial
CL2,3,29373,74.94,25-Oct-21,Alive,Commercial
CL2,2,29374,34.83,28-Jul-21,Alive,Commercial
CL2,2,29374,44.09,26-Aug-21,Alive,Commercial
CL2,2,29374,67.99,25-Oct-21,Alive,Commercial
CL2,2,29374,56.82,24-May-22,Alive,Commercial
CL2,2,29375,21.16,28-Jul-21,Alive,Commercial
CL2,2,29375,29.25,26-Aug-21,Alive,Commercial
CL2,2,29375,49.02,25-Oct-21,Alive,Commercial
CL2,2,29375,40,24-May-22,Alive,Commercial
CL2,2,29375,43.46,19-Oct-22,Dead,Commercial
CL2,3,29376,32.61,28-Jul-21,Alive,Commercial
CL2,3,29376,38.31,26-Aug-21,Alive,Commercial
CL2,3,29376,51.6,25-Oct-21,Alive,Commercial
CL2,3,29377,39.8,28-Jul-21,Alive,Commercial
CL2,3,29377,38.7,26-Aug-21,Alive,Commercial
CL2,3,29377,54.36,25-Oct-21,Alive,Commercial
GH,2,29378,39.7,28-Jul-21,Alive,Wild
GH,2,29378,44.04,26-Aug-21,Alive,Wild
GH,2,29378,60.95,25-Oct-21,Alive,Wild
CL2,2,29379,34.23,28-Jul-21,Alive,Commercial
CL2,2,29379,42.64,26-Aug-21,Alive,Commercial
CL2,2,29379,58.25,25-Oct-21,Alive,Commercial
CL2,2,29379,49.27,24-May-22,Alive,Commercial
CL2,2,29379,66.08,19-Oct-22,Dead,Commercial
CL2,2,29380,49.89,28-Jul-21,Alive,Commercial
CL2,2,29380,61.3,26-Aug-21,Alive,Commercial
CL2,2,29380,86.43,25-Oct-21,Alive,Commercial
CL2,2,29380,80.44,24-May-22,Alive,Commercial
CL2,2,29380,88.91,19-Oct-22,Alive,Commercial
CL2,2,29381,44.99,28-Jul-21,Alive,Commercial
CL2,2,29381,50.78,26-Aug-21,Alive,Commercial
CL2,2,29381,60.48,25-Oct-21,Alive,Commercial
CL2,2,29381,47.77,24-May-22,Alive,Commercial
CL2,2,29381,65.67,19-Oct-22,Alive,Commercial
CL2,2,29382,43.67,28-Jul-21,Alive,Commercial
CL2,2,29382,50.09,26-Aug-21,Alive,Commercial
CL2,2,29382,64.5,25-Oct-21,Alive,Commercial
CL2,2,29382,55.66,24-May-22,Alive,Commercial
CL2,2,29382,70.03,19-Oct-22,Alive,Commercial
GH,2,29383,38.3,28-Jul-21,Alive,Wild
GH,2,29383,45.83,26-Aug-21,Alive,Wild
GH,2,29383,72.79,25-Oct-21,Alive,Wild
CL2,2,29384,40.46,28-Jul-21,Alive,Commercial
